Account,Airdrop,GnoOption,UserOption,Claiming on:
0x78c9bc5194f3a3f162cb8daf5d229f7619cf585a,99.81,0.00,0.00,Gnosis Chain
0x78ccf421584df401b9c7075205a66d7bb019d892,99.81,0.00,0.00,Gnosis Chain
0x78cd2a44e14529499559f374d8b39a37d2764bf4,995.16,0.00,"1,152.07",Gnosis Chain
0x78cdace96e72a46e14ff5cf04ed5452b8a87d9dc,3.33,3.33,0.00,Gnosis Chain
0x78ce076b1cbd4b46689d538b41f6686c955fe74d,995.16,0.00,"1,152.07",Gnosis Chain
0x78cf256256c8089d68cde634cf7cdefb39286470,"6,892.51","6,892.51",0.00,Gnosis Chain
0x78cfdea24d4c9603ba523b1641c066f48424dcc9,99.81,0.00,0.00,Gnosis Chain
0x78d115d4f26feec21420aa6d349c58892a52ddad,99.81,0.00,0.00,Gnosis Chain
0x78d3758674a4a82cc5ae06255599f0c90075b69a,99.81,0.00,0.00,Gnosis Chain
0x78d385ca7597e86bb8c7c2bc90dece1f84b710d9,99.81,0.00,0.00,Gnosis Chain
0x78d415649e9a2e7f4671d70f0ffd980a659bf3ae,106.45,0.00,0.00,Gnosis Chain
0x78d758b488dd1628be0f77270a36713b8e9b11a6,99.81,0.00,0.00,Gnosis Chain
0x78d8f280917af646ae9cf9b16eb39e203662ad1b,995.16,0.00,"1,152.07",Gnosis Chain
0x78dadec2eab4ec0fea55494e498f2418686184f7,99.81,0.00,0.00,Gnosis Chain
0x78dbaea518a87d2393c854f137e35dbc59f58139,25.19,25.19,0.00,Gnosis Chain
0x78dbb8a25782e847292ed223301cd026b2578fc1,99.81,0.00,0.00,Gnosis Chain
0x78dcc15aabf37d10621c5539fc93979036b9772a,24.81,24.81,0.00,Gnosis Chain
0x78dd172718512aa63629a526543ace1ad73e105f,"3,158.11","3,158.11",0.00,Gnosis Chain
0x78dd65496968fb7defba6f19f36b2996b32d84c9,120.42,20.61,0.00,Gnosis Chain
0x78dd83ce2f04445e79fdb27f631da004f473d24b,106.45,0.00,0.00,Gnosis Chain
0x78df97ea765b02e4eb5b727cbfbd045c76fa28be,14.79,14.79,0.00,Gnosis Chain
0x78e0676b4ec0aef20e5d69c5ed218a04fc7d3e63,99.81,0.00,0.00,Gnosis Chain
0x78e143ab9329fbcfba5f3a85a435e182af0b4d09,99.81,0.00,0.00,Gnosis Chain
0x78e15f4898027fd9b9aa2e69634e2e2d7feeaad5,99.81,0.00,0.00,Gnosis Chain
0x78e43915e2bd3ed84bf34bdf667ca044f50340d0,99.81,0.00,0.00,Gnosis Chain
0x78e4f476412e3a62c33faa1d4867eea57cbe7314,696.14,696.14,0.00,Gnosis Chain
0x78e55c6a3b60a903eb0d57104706b5d69fbdf4fc,31.58,31.58,0.00,Gnosis Chain
0x78e6c2118ac80e04f588142a24171b9cae6d3e05,99.81,0.00,0.00,Gnosis Chain
0x78e7d7d4b454ab02904477ea71e6f15270bbb716,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x78e7f426199550fec738a772aa319e7d642169fa,4.69,4.69,0.00,Gnosis Chain
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,689.23,689.23,0.00,Gnosis Chain
0x78e8d35abb6aed32fecbb787f54c3a5cf56c969d,10.34,10.34,0.00,Gnosis Chain
0x78e95eabc4f0115e87825e20ef040ad89d973f0d,99.81,0.00,0.00,Gnosis Chain
0x78ea422322db027cf064a1dcb2a9d1cf08e4c3e4,99.81,0.00,0.00,Gnosis Chain
0x78ea72defec076c9b3819b4cf3f6cb80bc4914e3,995.16,0.00,"1,152.07",Gnosis Chain
0x78ebe56bc138069557c89af35eb29023ff31ae2c,"3,091.93",0.00,"2,304.15",Gnosis Chain
0x78ec73423b222cb225549bab0d0a812d58808ffd,99.81,0.00,0.00,Gnosis Chain
0x78ed47999af04842f58cdffb09f9bdb9eae23f80,106.45,0.00,0.00,Gnosis Chain
0x78ed6df3db45b94cefcda3c58bca451690713840,99.81,0.00,0.00,Gnosis Chain
0x78f0aa3f3984910e18f4c17220ee26c3937fd11c,99.81,0.00,0.00,Gnosis Chain
0x78f124c90891dd364e0a2a67c183951f6abb30ba,99.81,0.00,0.00,Gnosis Chain
0x78f1b4984ea680615347b2df8164b2824d3c83f0,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x78f1cbb7adce0325653c1d6dda23e96d0cfb5eb3,99.81,0.00,0.00,Gnosis Chain
0x78f23d2fe398f40d4b5b311a73497f935db1a521,106.45,0.00,0.00,Gnosis Chain
0x78f2f38ba5d9fe254457c4ff6bdd778b31361c25,99.81,0.00,0.00,Gnosis Chain
0x78f32a27559170f9a005b319ed53441b9e852158,"1,856.48",9.69,"1,152.07",Gnosis Chain
0x78f58d2eb693c5b0c60e09c152d8b1caa2081453,202.24,202.24,0.00,Gnosis Chain
0x78f59db2ac62ebccbfb754f03e77169240b6d0ce,"3,980.64",0.00,"5,760.37",Gnosis Chain
0x78f69ccbf89ef6f8ed8aabdbb0dffe51025df87e,99.81,0.00,0.00,Gnosis Chain
0x78f6c2458b53d0735208992c693bb2b2dafebb52,99.81,0.00,0.00,Gnosis Chain
0x78f713cdb43b8a3210418e6b47ebb77287a8dab3,22.61,22.61,0.00,Gnosis Chain
0x78f71e12c0c48d593807a8f4c2827032155d669d,99.81,0.00,0.00,Gnosis Chain
0x78f7ee4e1559a9ec4155d0ecfbb1dd4dd035e819,99.81,0.00,0.00,Gnosis Chain
0x78f9220314c40d92f2d402fd2679f4406a3a7b81,106.45,0.00,0.00,Gnosis Chain
0x78f924f1c0e96c217e913492bb479f835c9d5098,23.49,23.49,0.00,Gnosis Chain
0x78fa25ac613d725c64072f121a3d63be67922f33,99.81,0.00,0.00,Gnosis Chain
0x78fb4e1d75fec0af6cdccf8777bffb1324eab37d,99.81,0.00,0.00,Gnosis Chain
0x78fcacffa9d15e63598d1379f49edd772ee2afed,99.81,0.00,0.00,Gnosis Chain
0x78fd00a48bf4e9c30063c6fcee80eadbe2397e38,99.81,0.00,0.00,Gnosis Chain
0x78fecbf283055370c0a233959ebd7cb02a44c992,99.81,0.00,0.00,Gnosis Chain
0x78ff15172bac207faac615da87ad03e44101c7c8,995.16,0.00,"1,152.07",Gnosis Chain
0x79017f49c27a573f156443afb5af2b5815807868,99.81,0.00,0.00,Gnosis Chain
0x7901aa932afceae34c72b1909c800c94a3e667c1,99.81,0.00,0.00,Gnosis Chain
0x7901bb5d22b623e18d10e02ca67e4f50d0a49a18,99.81,0.00,0.00,Gnosis Chain
0x7904667c340601aab73939372c016dc5102732a2,90.33,90.33,0.00,Gnosis Chain
0x79049bbecc5b3569f0a202352e380b0f2b3ce341,99.81,0.00,0.00,Gnosis Chain
0x7904adb48351af7b835cb061316795d5226b7f1a,99.81,0.00,0.00,Gnosis Chain
0x7904ec38bc04821a4474109d1c1e2ea20d1c3e1e,20.13,20.13,0.00,Gnosis Chain
0x79055a6aff448387ee2927fdc84ecd01e2b40f51,73.51,73.51,0.00,Gnosis Chain
0x79069811c22bcabbc9892205d8e47eaf2f9aad34,99.81,0.00,0.00,Gnosis Chain
0x7907d34a4697b7a1155b289dbd9aed25793caf01,"1,953.24",0.00,"1,152.07",Gnosis Chain
0x7907e936b1f4258c3271a52a07079f721611b48d,8.09,8.09,0.00,Gnosis Chain
0x7908ca45be4843ddc02cf93a175d722f81d13fce,99.81,0.00,0.00,Gnosis Chain
0x79090e5fa2e64ddb07d55c5a8e5ff854766ed290,99.81,0.00,0.00,Gnosis Chain
0x79092ed80afa5dd25b4687cf5e0663c409ec2d0d,99.81,0.00,0.00,Gnosis Chain
0x79093cee480df12acee3a979c6846809ff52e41f,995.16,0.00,"1,152.07",Gnosis Chain
0x790b363eaf2c6d9e3cdc4ff2a4207c3946a6a427,6.46,6.46,0.00,Gnosis Chain
0x790be24f7c254c40cbcdf463387961e42602c446,"3,980.64",0.00,"5,760.37",Gnosis Chain
0x790bfa58fe0cf1ac61839c41534eb4ab29e773b5,99.81,0.00,0.00,Gnosis Chain
0x790c00c4fc3b6355d9d2e669030474ce199849c8,99.81,0.00,0.00,Gnosis Chain
0x790c94ba21d5084ead93e4c6458917142ca27942,99.81,0.00,0.00,Gnosis Chain
0x790de6f4edcc1ecc49cfd1ecbddd320d851c4f15,99.81,0.00,0.00,Gnosis Chain
0x790e62453f1d4feb7c1d9960202ae3c2fb9753ca,99.81,0.00,0.00,Gnosis Chain
0x790fc40cc10213499e957ae8d51b6d6bb771624c,192.59,92.78,0.00,Gnosis Chain
0x7911670881a81f8410d06053d7b3c237ce77b9b4,139.60,39.79,0.00,Gnosis Chain
0x7912af3353c646ee584d1d8622ea29ebdc6a3651,99.81,0.00,0.00,Gnosis Chain
0x791330e82a1d671d652f0c332273a2540e9f5a63,53.23,0.00,0.00,Gnosis Chain
0x7917c7501ba4b3f77728da7cbe735b13d55f67f5,99.81,0.00,0.00,Gnosis Chain
0x7917f5213c08d249231413dba3badde491a1a35c,31.58,31.58,0.00,Gnosis Chain
0x791824d85f8f975013d2557812852e40f9ec4351,9.10,9.10,0.00,Gnosis Chain
0x7918a6ca40e7eabc87cfeff683165968d65bf491,99.81,0.00,0.00,Gnosis Chain
0x791cbbdf6992930c82e149018f3484e1e498a1e3,99.81,0.00,0.00,Gnosis Chain
0x791dff603935a6d9acb26eb89363cd808fe062f1,99.81,0.00,0.00,Gnosis Chain
0x791e7de2a858a789b4c5ef4b659cc4192c03f968,99.81,0.00,0.00,Gnosis Chain
0x791ef4e98f6419706108cc0be20194bf4d2e5000,99.81,0.00,0.00,Gnosis Chain
0x791f2b976d759c6cf6590a4eeab8e116491cdbeb,"3,980.64",0.00,"5,760.37",Gnosis Chain
0x791f99227f977e3a82b9cb996a183ecba657887a,206.26,0.00,0.00,Gnosis Chain
0x7920f98d9f48e40469424daffc437fc54d5f731a,56.16,56.16,0.00,Gnosis Chain
0x792110d7bab2273b0c084d4e5a6fddb9f8cd6673,99.81,0.00,0.00,Gnosis Chain
0x792177c56f2f4eaa0c479907dbecdc781741db6b,99.81,0.00,0.00,Gnosis Chain
0x7921f3e4fe9c532f9883b14117dddb53bc0c6a5f,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x79244f763d09959c30eec50c83b11314bf2688c2,99.81,0.00,0.00,Gnosis Chain
0x79245eeebcc22067bacf777f0dc5052a01a4459e,63.08,63.08,0.00,Gnosis Chain
0x792493aa69e16e474608e7b5404002d6907fc737,99.81,0.00,0.00,Gnosis Chain
0x792592a92aa4cdd34af813fc12698322a52b20dc,99.81,0.00,0.00,Gnosis Chain
0x79298f986699bf4181d21fa6b8d1a7f90852d5ae,99.81,0.00,0.00,Gnosis Chain
0x7929b3d66c5c79c99aa346a59927b56b592e3d6e,99.81,0.00,0.00,Gnosis Chain
0x792aa5446180bddabc1d04e0dd9b582b2b42fa03,4.04,4.04,0.00,Gnosis Chain
0x792cf37f76af2ccde47e56e34405b5254d3badf9,"8,812.90",0.00,"11,520.74",Gnosis Chain
0x792db1912ffb4feed8559189a6cdd10d853e1b13,106.45,0.00,0.00,Gnosis Chain
0x7931804a947cde9cb1fe66f7d1ded6ed2d0d44cc,103.54,103.54,0.00,Gnosis Chain
0x79330aab8c32e616b4b9b177eeb72264c611118a,"8,812.90",0.00,"11,520.74",Gnosis Chain
0x793418b1b992f4225b55036dba0f66c42168b543,99.81,0.00,0.00,Gnosis Chain
0x7934b4344d6308dc7aecd2f8cfe006ed87550422,995.16,0.00,"1,152.07",Gnosis Chain
0x79366aeb2f26c91d68453797ab4de0ef16e2b30d,995.16,0.00,"1,152.07",Gnosis Chain
0x7936be7e409aebbf9687100aa4bae308bef01035,99.81,0.00,0.00,Gnosis Chain
0x79383aac66acbd6203a64dcc798596abc22ac894,"1,846.78",0.00,"1,152.07",Gnosis Chain
0x7939410279f369639a1ba84fc93bf03eddf1f9a8,995.16,0.00,"1,152.07",Gnosis Chain
0x7939ad3dcb874e669204d8167031f65bf2982459,99.81,0.00,0.00,Gnosis Chain
0x7939e327db84d9dd217a5851bec0d7013ef049ea,49.22,49.22,0.00,Gnosis Chain
0x793a08d2c680e3e43d9e226000b1dd99c841cfb6,"3,837.10",0.00,"2,304.15",Gnosis Chain
0x793cf4ca7c8ecfdb09f6228cc9966eec74e087c7,99.81,0.00,0.00,Gnosis Chain
0x793f6c86da7109f83fbb9cd6592cfa9e89a95616,99.81,0.00,0.00,Gnosis Chain
0x79418546503676b54ac90c84d39ad8aa148a722d,99.81,0.00,0.00,Gnosis Chain
0x79438224bc21b0e6b45ecf9f8caadfbdb874dedd,6.62,6.62,0.00,Gnosis Chain
0x7943ec13259f846a6abe56ce54754afc27fef992,99.81,0.00,0.00,Gnosis Chain
0x79441586c6c860a62492467b9d44d2649651633f,99.81,0.00,0.00,Gnosis Chain
0x794846f3291e55e00662d37ef048aa716df9ecbf,969.46,11.38,0.00,Gnosis Chain
0x7949ed1b419126e201abe404a65a226e2d5dc6d4,300.02,300.02,0.00,Gnosis Chain
0x794a15f93ced01f1b0be5b184344f0b811851bc0,99.81,0.00,0.00,Gnosis Chain
0x794a5a1e987e9aee856a17327e67a598b77574e1,99.81,0.00,0.00,Gnosis Chain
0x794db918085cae60487059b9c63ccdfd018c7bf0,99.81,0.00,0.00,Gnosis Chain
0x795014e71fdb0f1bfb46cf262368bfa5e3d83384,99.81,0.00,0.00,Gnosis Chain
0x79502c8c6c282dbc219473f015edc23e1e2ce1c1,106.45,0.00,0.00,Gnosis Chain
0x7950460a085cdd0fdcbbdc5f4026ba87b45e9c88,99.81,0.00,0.00,Gnosis Chain
0x795138610e77d6e863def35e06d1383a747cb39c,3.18,3.18,0.00,Gnosis Chain
0x7951d00297575a6bc144308a46a1c6fb10d382a0,99.81,0.00,0.00,Gnosis Chain
0x79526d96fad103cbd66b6dfc2a09f951ece6dc1d,158.07,158.07,0.00,Gnosis Chain
0x79543675186070f3cc18a3ba6cae883ca495e153,995.16,0.00,"1,152.07",Gnosis Chain
0x79555679d8bdb9401ee6da09e4514350f1500271,"8,919.35",0.00,"11,520.74",Gnosis Chain
0x7955caa80d69e0ce11388d4c073c4e17eb8237e4,99.81,0.00,0.00,Gnosis Chain
0x7957d651d862c08d257b85aa54a51006712fac0a,"8,812.90",0.00,"11,520.74",Gnosis Chain
0x7958cdaee2aeb0ce4072727a648802ed534a8de8,99.81,0.00,0.00,Gnosis Chain
0x795a4ed1a7e726280830d7130a43a830bc8225d4,99.81,0.00,0.00,Gnosis Chain
0x795a72371f8199c20cf06dc74309cb19fce220a8,99.81,0.00,0.00,Gnosis Chain
0x795d43ea89360ea196de46bc6b6da8bb027f8dfa,106.45,0.00,0.00,Gnosis Chain
0x795d6548070b7098dba26c94f2f3acd11ad2933b,6.66,6.66,0.00,Gnosis Chain
0x79618203976fb95b617853b48337065c015d5854,7.82,7.82,0.00,Gnosis Chain
0x7961cea5f1066f1f87ef71b080f3caa929db848b,995.16,0.00,"1,152.07",Gnosis Chain
0x79623225a15943771429685de2c1a92422f858a3,99.81,0.00,0.00,Gnosis Chain
0x7962c62fdce022f2c8d951ba91f1f32285752671,106.45,0.00,0.00,Gnosis Chain
0x7962ffaad9d1d15c1fa1e3208a5fb7143583399e,99.81,0.00,0.00,Gnosis Chain
0x79635b386b9bd6636cd701879c32e6dd181c853f,113.52,13.72,0.00,Gnosis Chain
0x79636ad272dfb43a62c909e23ea3190cf59528ff,99.81,0.00,0.00,Gnosis Chain
0x79643f1022b8e904d8e7bd66e19ab2b770074f79,15.79,15.79,0.00,Gnosis Chain
0x796624e3a7e4cd9991c55418c88c49fca63ef198,111.65,11.85,0.00,Gnosis Chain
0x79674a6bfe3f20df9c46b3849c437f7b8441ee14,99.81,0.00,0.00,Gnosis Chain
0x79688d81c318aeaf0fda6a667af6aeab102cfc23,99.81,0.00,0.00,Gnosis Chain
0x7968f98e320782c2d702e4b77d4853d0e75f601c,99.81,0.00,0.00,Gnosis Chain
0x79694a7676516c1e19069ea95e283e48c9bdbb5c,99.81,0.00,0.00,Gnosis Chain
0x796a68a72bf70f169bc976176c7342102ea6befb,261.97,261.97,0.00,Gnosis Chain
0x796e71115d1360998f6eafd014b206ab81f6da34,99.81,0.00,0.00,Gnosis Chain
0x796ea01ce06978e4ac45f6e16b38a0bb7f4e95be,99.81,0.00,0.00,Gnosis Chain
0x796fc877766fdaa5196a35dae0ee9e2c3ed1f78f,"1,038.60",43.44,"1,152.07",Gnosis Chain
0x79738ea38f5b187d9f5e759ad696c7be5841b721,99.81,0.00,0.00,Gnosis Chain
0x7973b443ad0f1bed4377946057640a05c6179054,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x79744b9ad9a03197deb7b213838aa21cdcb456bf,99.81,0.00,0.00,Gnosis Chain
0x79745529992758f9f286f976cf2db76e9b8b322b,99.81,0.00,0.00,Gnosis Chain
0x79748bfc42a567c58682add44a072f8900a84998,99.81,0.00,0.00,Gnosis Chain
0x7974c95bac28290219d01cf3fa612b1424cf86ca,106.45,0.00,0.00,Gnosis Chain
0x7977698a197a6c3427725f70cd5f6546c889802a,9.84,9.84,0.00,Gnosis Chain
0x7978d6cec0b82fef176787e603aeed63b38fbfc1,99.81,0.00,0.00,Gnosis Chain
0x797a4cdcd826818327073ed6fb1cd07543ad1769,99.81,0.00,0.00,Gnosis Chain
0x797af86fa19aa24f26eefd535462de2572273832,106.45,0.00,0.00,Gnosis Chain
0x797b00ff517ed9b755e8039ee092ba9d1890b9ae,99.81,0.00,0.00,Gnosis Chain
0x797bcf522848b69e5bf0a5d2c0b300eb25aa7a97,4.88,4.88,0.00,Gnosis Chain
0x797d72f2d3b05a5a9dbccec5a30a3ead7173f480,99.81,0.00,0.00,Gnosis Chain
0x7980c04cd1d7290f0d725d42854c991b5f3164e9,99.81,0.00,0.00,Gnosis Chain
0x7980dcd4f79f58c4568e0392dc9132fe874f682f,99.81,0.00,0.00,Gnosis Chain
0x7981bf57dd5af2330f490b328954a8068ba70378,99.81,0.00,0.00,Gnosis Chain
0x79829369af57a27f6dcbef00a4d2a0cbad6f7ddb,472.53,472.53,0.00,Gnosis Chain
0x7982afab21fb7ec585d762ad5ed1a72194982fd5,995.16,0.00,"1,152.07",Gnosis Chain
0x7984db4d4f9393aaf00a195a189c5fa59add31c4,"1,468.88",473.72,"1,152.07",Gnosis Chain
0x7986f56c96add09df532e3fe8009f55a0a9b47b0,106.45,0.00,0.00,Gnosis Chain
0x79873e14df809d43e4c915d63bffb3379a2f0ee2,3.16,3.16,0.00,Gnosis Chain
0x7987fe9d60548a0f40059e9bf0f5c6964bfcc6b0,99.81,0.00,0.00,Gnosis Chain
0x798c1e559246833a953a64d79ed61ba3241e4073,7.19,7.19,0.00,Gnosis Chain
0x798d1f708c21965f0ce37175d57b9c2fad42fd97,99.81,0.00,0.00,Gnosis Chain
0x798e47e83e4da7897390908b0ccf8f124b3af216,99.81,0.00,0.00,Gnosis Chain
0x798ea1de2c5eb02ce600cfd6fe144225b330c98c,106.45,0.00,0.00,Gnosis Chain
0x798eb54aa861f83165c12f5774e8b34d179e7fc6,99.81,0.00,0.00,Gnosis Chain
0x798f73c7df3932f5c429e618c03828627e51ed63,99.81,0.00,0.00,Gnosis Chain
0x79926e8bcce923473ec81c047e71b749459c22f7,99.81,0.00,0.00,Gnosis Chain
0x7997796c409ba8fea8f51124f8fe4cee29078b4e,99.81,0.00,0.00,Gnosis Chain
0x79983ebbc438b4da16c639627ad8cbf6774e9367,106.45,0.00,0.00,Gnosis Chain
0x799854c1b15ce300eeb1c88d0dd40d33bf9ccc31,851.62,0.00,0.00,Gnosis Chain
0x799a7db15ba38c4ca987700c09ec7a6f831cd261,99.81,0.00,0.00,Gnosis Chain
0x799b8c97bfbedfdb1bd9a5a98790a9409a7a849b,99.81,0.00,0.00,Gnosis Chain
0x799c3be865139454fd6a9863a81103236993fbbe,"1,846.78",0.00,"1,152.07",Gnosis Chain
0x799d4cb5a154b141a5a5735fe652d49e133ca42a,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x799de6378e322dbc3ff8e4e8b9f60b433b48f2d5,995.16,0.00,"1,152.07",Gnosis Chain
0x799efac53060832f26eee69272c1d4d597300807,99.81,0.00,0.00,Gnosis Chain
0x79a01a909142ef5bb8247e1624cf789722158899,99.81,0.00,0.00,Gnosis Chain
0x79a214cd28e4fa913381a8cfd9eca0b67559a7c3,99.81,0.00,0.00,Gnosis Chain
0x79a2ae95810bac0f5293a08981de4918c2749618,8.81,8.81,0.00,Gnosis Chain
0x79a2d55afd9ae5dc2620f9f74065515694e486a5,99.81,0.00,0.00,Gnosis Chain
0x79a37c636038fd38db2d1f3f4ad950985026afa7,99.81,0.00,0.00,Gnosis Chain
0x79a4b3bb972b7332d09af538c6f4c99f79f8fdd4,106.45,0.00,0.00,Gnosis Chain
0x79a4d2cc3153400c65895ed4ad82f0ae87d39c9e,99.81,0.00,0.00,Gnosis Chain
0x79a57a2f0677ff0e6c22ceb0d76b137b908e84ad,99.81,0.00,0.00,Gnosis Chain
0x79a80b2643ae1ca3dd5a049e02bce83e2fc9005a,99.81,0.00,0.00,Gnosis Chain
0x79a8b349139d3cc986f6ed091eef11bf90834ea4,99.81,0.00,0.00,Gnosis Chain
0x79a98a9f41051e119cad1b9ffefe523cd0be65f0,99.81,0.00,0.00,Gnosis Chain
0x79aa0c8ee09c948e8da54ba1faa59dd62123e1da,99.81,0.00,0.00,Gnosis Chain
0x79aafb9cad3aea0a60686d36d8b4dbdc5da2dd26,53.23,0.00,0.00,Gnosis Chain
0x79ac7908d54c50d030e805631ce92ab1e5bcdc7e,99.81,0.00,0.00,Gnosis Chain
0x79af508c9698076bc1c2dfa224f7829e9768b11e,99.81,0.00,0.00,Gnosis Chain
0x79b11cfca15a093b57e8a22b2bb1acc54ed1411e,"1,064.53",0.00,0.00,Gnosis Chain
0x79b18ead411ff8d61728a3804e70341f50401117,99.81,0.00,0.00,Gnosis Chain
0x79b1a32ec97537486e75d99850bd56ecfa09d643,"8,919.35",0.00,"11,520.74",Gnosis Chain
0x79b1e8bc45d4c38282d0b6b67aabe51a684b0cfa,206.26,0.00,0.00,Gnosis Chain
0x79b292993a480aa91df2ecaf156e57339b87776e,99.81,0.00,0.00,Gnosis Chain
0x79b2baa0d5050cf779670712208292f1fe7a8f8f,99.81,0.00,0.00,Gnosis Chain
0x79b441c9523b72de245cc9c10cef9e5d6f68e2c5,995.16,0.00,"1,152.07",Gnosis Chain
0x79b532421484c578571ba3a77be9b5749c572ff3,99.81,0.00,0.00,Gnosis Chain
0x79b56a1429a94e133ea30836b7bc298348f246a2,99.81,0.00,0.00,Gnosis Chain
0x79b6c947559cf9865517d78a456ba0ad0350084c,169.31,69.50,0.00,Gnosis Chain
0x79b7ab2eb9e247e2cd21d5e8f361d24c33ce1b87,99.81,0.00,0.00,Gnosis Chain
0x79b8330a602a8547638f00aea744666ec6383009,99.81,0.00,0.00,Gnosis Chain
0x79b91cc34417941189f0dbb4d745ff9da8d211fd,99.81,0.00,0.00,Gnosis Chain
0x79bb0aef79493d165d0df5022af89d4ce8c2554a,99.81,0.00,0.00,Gnosis Chain
0x79be773e584954205b6533708c2f33ae5827b790,206.26,0.00,0.00,Gnosis Chain
0x79bf225fbfd40f78b1878a6d1eec1bb03df92aeb,"9,077.47",158.11,"11,520.74",Gnosis Chain
0x79c1ad7bb49c891808823713d81b60ca111a01e5,999.72,4.56,"1,152.07",Gnosis Chain
0x79c313e4146cece3b7804d043958e79d992c7063,378.54,378.54,0.00,Gnosis Chain
0x79c4213a328e3b4f1d87b4953c14759399db25e2,"6,228.25","6,021.99",0.00,Gnosis Chain
0x79c55f052e213f6dd3e4338541d8cb705d2f40ae,99.81,0.00,0.00,Gnosis Chain
0x79c6174f46bd6a90f8d775887f90fbe7ba8a2ae3,99.81,0.00,0.00,Gnosis Chain
0x79c651c9dd738afe4c11c25d2a8de85be9fa0132,99.81,0.00,0.00,Gnosis Chain
0x79c75baae15ef527a81a094d9560f219fffd7b15,99.81,0.00,0.00,Gnosis Chain
0x79c779a3e2fb2141d70747dc895d71f996c176d2,106.45,0.00,0.00,Gnosis Chain
0x79c78dd6c6f44f35c962bc4186284393f1ae4977,99.81,0.00,0.00,Gnosis Chain
0x79cb3f33117fbd53ef59fe86b2287607c9e1d874,99.81,0.00,0.00,Gnosis Chain
0x79cbe9958e645bc7856a66c4c257a55d108cf330,99.81,0.00,0.00,Gnosis Chain
0x79cbecca332a422f7914d8dce23f5f859b782897,99.81,0.00,0.00,Gnosis Chain
0x79cdd26d932dc63c415e49fc4501d6ea69a45372,99.81,0.00,0.00,Gnosis Chain
0x79ce1426b21bb2cfae014388ade594666ecef4c0,99.81,0.00,0.00,Gnosis Chain
0x79ce151a881e46f8c089fef7d7b1152ad77191de,99.81,0.00,0.00,Gnosis Chain
0x79d0f78f961371d808b28dd8fb5c9f666d6c17b2,206.26,0.00,0.00,Gnosis Chain
0x79d29f42b32ed8d77a1eecbab3084912bba55daa,3.60,3.60,0.00,Gnosis Chain
0x79d2e55e30cd4183715f53517d5c5de850aba2cb,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x79d31bfca5fda7a4f15b36763d2e44c99d811a6c,144.79,44.98,0.00,Gnosis Chain
0x79d5215a11655fe13937d8152a799d05aa13dd1f,99.81,0.00,0.00,Gnosis Chain
0x79d741071e819f8ae5884fa056fa62c94b144895,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x79d77c6f1cf5d4cbb932d341016a54d55becb3e1,176.43,176.43,0.00,Gnosis Chain
0x79d899379844d35a1a1f5d51d3185dd821f44dc1,"3,017.06",31.58,"2,304.15",Gnosis Chain
0x79dc6cb40a7e6b01cd2ca613dd31eaef8ab65099,99.81,0.00,0.00,Gnosis Chain
0x79dc753521b8c5489985da30f5e5f88f457ee421,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x79dcf7f1d7ed0d3e5fca6082ff88210e1b502b4c,99.81,0.00,0.00,Gnosis Chain
0x79dd7b4d9c9edc379be1fbaefa723c0bbdba8524,99.81,0.00,0.00,Gnosis Chain
0x79dd8c46c2c5f6a2b95d9cb8b78274008d2534fa,"3,089.46",103.98,"2,304.15",Gnosis Chain
0x79de1fa8e9cb01207b22aaf492993789e7a9c972,99.81,0.00,0.00,Gnosis Chain
0x79de94f7db2800b4d8a56fd8a5becef416bbd02b,99.81,0.00,0.00,Gnosis Chain
0x79e1075ec4af0f7f1e07b272d6de16d113c399a6,50.82,50.82,0.00,Gnosis Chain
0x79e20a6fb3a3b17169d7fb6db38b50844eaedb7f,106.45,0.00,0.00,Gnosis Chain
0x79e3351a9ec704a1309f66bc29088eced3ba2fcd,99.81,0.00,0.00,Gnosis Chain
0x79e3854481dbd96df71172ed4fefe047fe0c0be1,99.81,0.00,0.00,Gnosis Chain
0x79e5129e599c908d5928660b239e97ab645a2088,15.79,15.79,0.00,Gnosis Chain
0x79e68338ddf980939995ec5b30ab53465e041fa1,99.81,0.00,0.00,Gnosis Chain
0x79e684a001fdd917fe61bf0643d5800956c91a83,851.62,0.00,0.00,Gnosis Chain
0x79e702dd7b72a99b822ae054bf8638a4d3c3f2fc,995.16,0.00,"1,152.07",Gnosis Chain
0x79e8ee3cc8f5d29b08e73668419527cc28a6c72b,99.81,0.00,0.00,Gnosis Chain
0x79eab9f16d761f3ff12c0a4107e07cceb8db3a1c,99.81,0.00,0.00,Gnosis Chain
0x79eb604cce423dd1cba290ec946646649f4e70ec,"4,773.23","4,773.23",0.00,Gnosis Chain
0x79ee22176fad7dfe7da89ddcf66aa9bceefbfda1,106.45,0.00,0.00,Gnosis Chain
0x79eed13cf2d1530e36d07b9a96c17ab795302a54,106.45,0.00,0.00,Gnosis Chain
